run: 36213836906  status: success  dry_run: false
agent: agents/v68_sched.py  md5: 3f4435f2c4ddbdcec8d6e8799ae8e9c1
message: v68: v67 holding one day of bought feed instead of two. Head-to-head vs v67: win rate 0.70 over 96 games, margin +2,197 +/- 1,437. [run 36213836906 md5 3f4435f2c4dd]
evidence: vs v67_sched twin: GHA run 36211877719 (seeds 490000+, 96 games) win rate 0.70, margin +2,197 +/- 1,437 BETTER; replicated on 492000-492031 +2,005 +/- 1,637 HELD. vs public router: cloud sweep 48 games +2,908 +/- 3,596 tie.

submissions list after the run:
Warning: Looks like you're using an outdated `kaggle` version (installed: 2.0.0), please consider upgrading to the latest version (2.2.2)
fileName,date,description,status,publicScore,privateScore
main.py,2026-09-26 03:08:49.950000,"v68: v67 holding one day of bought feed instead of two. Head-to-head vs v67: win rate 0.70 over 96 games, margin +2,197 +/- 1,437. [run 36213836906 md5 3f4435f2c4dd]",SubmissionStatus.PENDING,,
main.py,2026-09-26 02:29:29.333000,"v67: v66 buying more of its feed wheat instead of growing it (feed_grow 0.2). Head-to-head vs v66: win rate 0.66 over 192 games, margin +1,308 +/- 723. [run 36211786181 md5 eb5cd066f755]",SubmissionStatus.COMPLETE,581.3,
main.py,2026-09-26 00:09:13.970000,"v66: v65 with strawberries sold whole the turn they reach the shed. Head-to-head vs v65: win rate 0.44 vs 0.33 over 192 games, margin +107 +/- 69. [run 36203670737 md5 5441fc2d29b6]",SubmissionStatus.COMPLETE,629.0,
main.py,2026-09-26 00:07:19.973000,"v65: v64 with a herd floor of 6 cows and 6 sheep from day 10. Head-to-head vs v64: win rate 0.54 over 192 games, margin +887 +/- 871; router BETTER in 5 sweeps. [run 36203579366 md5 41d967b6b01c]",SubmissionStatus.COMPLETE,622.1,
main.py,2026-09-25 07:07:57.140000,"v64: v63 with the hands cap raised to 14 and 1.1x the calendar's hands. Head-to-head vs v63: win rate 0.73 over 96 games, margin +2,608 +/- 1,075. [run 36106020839 md5 d86ba48168af]",SubmissionStatus.COMPLETE,670.4,
main.py,2026-09-25 05:59:03.293000,"v63: v62 with wool carriers also heading for the shed at once. Head-to-head vs v62: win rate 0.62 over 96 games, margin +1,549 +/- 1,058 (and +1,619 on a second band). [run 36100768348 md5 1f65396481b0]",SubmissionStatus.COMPLETE,635.6,
main.py,2026-09-25 04:17:45.567000,"v62: v60 with a hand carrying melons heading for the shed at once, so they sell before the rival's. Head-to-head vs v60: win rate 0.91 over 96 games, margin +4,412 +/- 887. [run 36093806019 md5 6c2cc6543292]",SubmissionStatus.COMPLETE,655.6,
main.py,2026-09-25 02:46:29.680000,"v60: v58 with no refused melon harvests before day 10 and melons sold whole the turn they reach the shed. Head-to-head vs v58: win rate 0.84 over 96 games, margin +3,885 +/- 1,209. [run 36087585860 md5 c56cc99f9ec1]",SubmissionStatus.COMPLETE,622.7,
main.py,2026-09-25 01:14:00.763000,"v58: v57 with melons fertilized on days 6-8 and picked at the cap, so they sell before the rival's, and no second melon crop. Head-to-head vs v57: win rate 0.93 over 96 games, margin +8,672 +/- 1,431. [run 36081014454 md5 19b6417923d1]",SubmissionStatus.COMPLETE,592.6,
main.py,2026-09-24 14:59:09.050000,"v57: v56 with feeding valued on product plus dropping, so the cows are no longer starved and lost mid-season. Head-to-head vs v56: win rate 0.66 over 96 games, margin +2,546 +/- 1,642. [run 36016650793 md5 ba4eaa846f8a]",SubmissionStatus.COMPLETE,607.4,
main.py,2026-09-24 12:47:15.983000,"v56: v55 with earlier last sow days (wheat 24, carrot 25, strawberry 16, tomato 16). Head-to-head vs v55: win rate 0.71 over 96 games, margin +1,268 +/- 568. [run 36001128031 md5 d04eb68980cb]",SubmissionStatus.COMPLETE,551.3,
main.py,2026-09-24 11:29:42.813000,"v55: v53 with no second melon crop (melon sown only through day 11). Head-to-head vs v53: win rate 0.62 over 96 games, margin +2,042 +/- 1,179. [run 35993213493 md5 860f2c802da5]",SubmissionStatus.COMPLETE,622.4,
main.py,2026-09-24 09:17:47.633000,"v53: v51 plus droppings sold on days 1-9 and a herd-first opening (cow ramp to 6, no tomato/strawberry/carrot through day 5). Head-to-head vs v51: win rate 0.89 over 96 games, margin +8,194 +/- 1,702. [run 35980271383 md5 914116103e2a]",SubmissionStatus.COMPLETE,575.3,
main.py,2026-09-24 06:40:01.137000,"v51: v48 with a router-style opening - 12 melon tiles and no tomato/strawberry on day 0, 2 cows + 2 sheep standing (3 sheep from day 6). Head-to-head vs v48: win rate 0.85 over 96 games, margin +6,040 +/- 1,657. [run 35965521829 md5 30026330a322]",SubmissionStatus.COMPLETE,562.3,
main.py,2026-09-23 08:06:43.623000,"v48: v45 plus buying feed to free field tiles (feed_grow 0.4, feed_buy_days 2). Head-to-head vs v45: win rate 0.72 over 96 games, margin +3,129 +/- 831 over 288 paired games.",SubmissionStatus.COMPLETE,582.6,
main.py,2026-09-16 03:14:11.347000,"v45: three sheep standing on day 0 and no fertilizer held back. Margin over v44 is +6,778 (twin, 96 games), +4,823 (v25, 80 games), +8,658 (public router, 64 games), all on fresh bands with the interval taken over seasons rather than games.",SubmissionStatus.COMPLETE,530.5,
